"Dynamic Send: Asset Title","Original Industry","Product Interest","Producer","Region","Country","Language","Contact Type","Company Size","Industry","Dynamic Send: Created Date","Start Date","Expiration Date","Sub-Region","Product","Dynamic Send: Record Type","Asset Type"
"Partner Cloud Demo","","Agentforce Revenue Management; Einstein AI; Sales Cloud PRM","Natalie Melnick","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","9/2/2025","9/8/2025","9/8/2026","United States","Sales Cloud PRM","Generic","Demo"
"Agentforce Partner Success Demo - CA","","Agentforce Sales; Sales Cloud PRM","Ray Liang","AMER","Canada","English","Customer; Prospect","GRB; MM; GB; EBU","","2/19/2026","2/23/2026","2/23/2027","Canada","Sales Cloud PRM","Generic","Demo"
"Agentforce Partner Success Demo","","Agentforce Sales; Sales Cloud PRM","Ray Liang","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","2/12/2026","2/23/2026","2/23/2027","United States","Sales Cloud PRM","Generic","Demo"
"6 Ways to Scale Your Partner Ecosystem","","Agentforce Sales; Sales Cloud PRM; Sales Performance Management","Natalie Melnick","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","9/3/2025","9/8/2025","9/8/2026","Canada","Sales Cloud PRM","Generic","Guide"
"6 Ways to Scale Your Partner Ecosystem","","Agentforce Sales; Sales Cloud PRM; Sales Performance Management","Natalie Melnick","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","8/26/2025","9/1/2025","9/1/2026","United States","Sales Cloud PRM","Generic","Guide"
"Turn Partners Into a Revenue Engine: A Crawl, Walk, Run Playbook","","Agentforce Sales; Sales Cloud PRM","Ray Liang","AMER","United States","English","Customer; Prospect","GRB; MM; GB; EBU","","4/9/2026","4/14/2026","4/6/2027","United States","Sales Cloud PRM","Generic","On-Demand Webinar"
"Maximize the Power of Partnerships for Predictable Revenue Growth","","Agentforce Sales; Sales Cloud PRM","Ray Liang","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","","1/21/2026","1/26/2026","9/7/2027","United States","Sales Cloud PRM","Generic","On-Demand Webinar"
"Agentforce + Sales Programs Demo","","Agentforce; Sales Performance Management","Natalie Melnick","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","","3/25/2025","4/1/2025","7/10/2026","United States","Sales Performance Management","Generic","Demo"
"ConsensusQ | Salesforce Maps | New [CA]","","Salesforce Maps; Sales Performance Management; SPIFF","Ray Liang","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","10/9/2025","10/20/2025","10/20/2026","Canada","Sales Performance Management","Generic","Dynamic Demo"
"ConsensusQ | Salesforce Maps | New","","Salesforce Maps; Sales Performance Management; SPIFF","Ray Liang","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","10/7/2025","10/20/2025","10/20/2026","United States","Sales Performance Management","Generic","Dynamic Demo"
"Dynamic Sales Planning Guide","","Agentforce Sales; Sales Cloud Essentials; Salesforce Maps; Sales Performance Management; SPIFF","Melissa Dryer","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","6/24/2025","6/30/2025","7/10/2026","United States","Sales Performance Management","Generic","Guide"
"5 Key Pillars of Sales Performance Management - CA","","Agentforce Sales; Sales Performance Management; SPIFF","Natalie Melnick","AMER","Canada","English","Customer; Prospect","SB; GRB; MM; GB; EBU","","8/21/2025","8/26/2025","7/10/2026","Canada","Sales Performance Management","Generic","Guide"
"AI Use Cases for SPM - B (SL/PH)","","Agentforce Sales; Einstein AI; Salesforce Maps; Sales Performance Management; SPIFF","Natalie Melnick","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","","7/15/2025","7/21/2025","7/21/2026","United States","Sales Performance Management","Generic","Guide"
"AI Use Cases for SPM - A (SL/PH)","","Agentforce Sales; Einstein AI; Salesforce Maps; Sales Performance Management; SPIFF","Natalie Melnick","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","","7/15/2025","7/21/2025","7/21/2026","United States","Sales Performance Management","Generic","Guide"
"5 Key Pillars of Sales Performance Management","","Agentforce Sales; Sales Performance Management; SPIFF","Natalie Melnick","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","","2/25/2025","3/3/2025","7/10/2026","United States","Sales Performance Management","Generic","Guide"
"Learn How to Drive Higher Sales with Performance Management","","Agentforce Sales; Sales Performance Management; SPIFF","Natalie Melnick","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","2/10/2025","2/13/2025","8/12/2026","United States","Sales Performance Management","Generic","On-Demand Webinar"
"Commissions Reimagined: How Salesforce Unified Incentives for 37,000 Sellers","","Agentforce Sales; Sales Cloud PRM; Salesforce Maps; Sales Performance Management; SPIFF","Ray Liang","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","","4/16/2026","4/20/2026","4/20/2027","United States","Sales Performance Management","Generic","On-Demand Webinar"
"Maximize Seller Impact from Planning to Payout with SPM","","Agentforce Sales; Salesforce Maps; Sales Performance Management; SPIFF","Ray Liang","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","1/22/2026","1/26/2026","8/21/2026","United States","Sales Performance Management","Generic","On-Demand Webinar"
"SPM IDC Report 2025","","Agentforce Sales; Salesforce Maps; Sales Performance Management; SPIFF","Natalie Melnick","AMER","United States","English","Customer; Prospect","SB; GRB; MM; GB; EBU","","6/3/2025","6/9/2025","7/10/2026","United States","Sales Performance Management","Generic","Third-Party Research Report"
"6/11 SPM/Spiff Webinar - Canada Offer","","Agentforce Revenue Management; Agentforce Sales; Salesforce CPQ; Salesforce Maps; Sales Performance Management; SPIFF","Ray Liang","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","5/11/2026","5/13/2026","6/11/2026","Canada","Sales Performance Management","Generic","Webinar"
"6/11 SPM/Spiff Webinar - How Salesforce Scales Seller Transparency and Performan","","Agentforce Revenue Management; Agentforce Sales; Salesforce CPQ; Salesforce Maps; Sales Performance Management; SPIFF","Ray Liang","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","5/11/2026","5/13/2026","6/11/2026","United States","Sales Performance Management","Generic","Webinar"
"Trusted Services Overview Demo","","Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","10/21/2025","10/23/2025","10/23/2026","United States","Trusted Services","Generic","Demo"
"Continuous Data Protection (CDP) Demo","","Platform; Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","10/7/2025","10/23/2025","10/16/2026","United States","Trusted Services","Generic","Demo"
"Archive Demo","","Platform; Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","10/7/2025","10/16/2025","10/16/2026","United States","Trusted Services","Generic","Demo"
"Data Mask & Seed Demo","","Platform; Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","10/6/2025","10/16/2025","10/9/2026","United States","Trusted Services","Generic","Demo"
"Backup & Recover Demo - CA","","Trusted Services","Ryan See","AMER","Canada","English","Customer","GRB; GB; EBU","","6/25/2025","6/26/2025","6/25/2026","Canada","Trusted Services","Generic","Demo"
"Backup & Recover Demo - US","","Trusted Services","Ryan See","AMER","United States","English","Customer","GRB; GB; EBU","","6/24/2025","6/26/2025","6/25/2026","United States","Trusted Services","Generic","Demo"
"The Next-Gen Admin Security Guide","","Platform; Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","4/21/2026","4/23/2026","4/23/2027","United States","Trusted Services","Generic","Guide"
"Archive Datasheet - Extended","","Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","4/8/2026","4/16/2026","11/11/2026","United States","Trusted Services","Generic","Guide"
"Shield Datasheet - Extended","","Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","4/8/2026","4/16/2026","11/11/2026","United States","Trusted Services","Generic","Guide"
"Data Mask & Seed Datasheet","","Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","4/8/2026","4/16/2026","11/11/2026","United States","Trusted Services","Generic","Guide"
"How to Minimize Data Risks at Scale Guide - Extended","","Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","4/8/2026","4/8/2026","10/30/2026","United States","Trusted Services","Generic","Guide"
"Trusted Services Solution Brief - Extended","","Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","4/8/2026","4/8/2026","10/30/2026","United States","Trusted Services","Generic","Guide"
"Invisibles, Configurables, and Enhanceables: Keep Your Data Secure","","Platform; Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","1/16/2026","1/22/2026","1/22/2027","United States","Trusted Services","Generic","Guide"
"An Admin's Guide to Preventing Data Loss in Salesforce","","Platform; Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","10/21/2025","10/23/2025","10/23/2026","United States","Trusted Services","Generic","Guide"
"How to Strengthen Your Data Loss Prevention (DLP) Strategy in Salesforce","","Trusted Services","Ryan See","AMER","United States","English","Prospect","GRB; GB; EBU","","8/11/2025","8/14/2025","8/14/2026","United States","Trusted Services","Generic","Guide"
"The Complete Data Backup and Recovery Guide for Salesforce - CA","","Trusted Services","Ryan See","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","7/22/2025","7/24/2025","7/24/2026","Canada","Trusted Services","Generic","Guide"
"The Complete Data Backup and Recovery Guide for Salesforce","","Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","7/15/2025","7/17/2025","7/17/2026","United States","Trusted Services","Generic","Guide"
"Data Masking & Seeding Guide - CA","","Trusted Services","Ryan See","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","6/25/2025","6/26/2025","6/26/2026","Canada","Trusted Services","Generic","Guide"
"Data Workforce: Powering the AI-Enhanced Future of Work","","Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","6/12/2025","6/26/2025","6/26/2026","United States","Trusted Services","Generic","Guide"
"Backup & Recover Datasheet","","Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","3/4/2025","3/20/2025","10/30/2026","United States","Trusted Services","Generic","Guide"
"CA - Data Archiving Playbook","","Trusted Services","Karin Cayia","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","6/17/2025","6/26/2025","6/26/2026","Canada","Trusted Services","Generic","Guide"
"Data Masking & Seeding Guide","","Trusted Services","Karin Cayia","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","6/11/2025","6/19/2025","6/26/2026","United States","Trusted Services","Generic","Guide"
"CA - 3 Rs of Modern Data Resilience","","Trusted Services","Karin Cayia","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","6/2/2025","6/19/2025","6/12/2026","Canada","Trusted Services","Generic","Guide"
"Salesforce Data Archiving: A Playbook for Success","","Trusted Services","Karin Cayia","AMER","United States","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","5/29/2025","6/12/2025","6/15/2026","United States","Trusted Services","Generic","Guide"
"CA - Shield Platform Encryption Datasheet","","Trusted Services","Karin Cayia","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","5/23/2025","6/12/2025","6/12/2026","Canada","Trusted Services","Generic","Guide"
"CA - Discover Datasheet","","Trusted Services","Karin Cayia","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","5/23/2025","6/12/2025","6/12/2026","Canada","Trusted Services","Generic","Guide"
"Data on Data: Preparing for the Agentic AI Age","","Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","7/9/2025","7/10/2025","7/10/2026","United States","Trusted Services","Generic","Infographic"
"[VOD]:3rdParty-Data-Security","","Platform; Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","1/20/2026","1/22/2026","1/22/2027","United States","Trusted Services","Generic","On-Demand Webinar"
"12/9:[VOD] AutomateCompliance-Privacy Center","","Platform; Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","12/11/2025","12/12/2025","12/11/2026","United States","Trusted Services","Generic","On-Demand Webinar"
"[VOD]5 Steps to Uplevel Your Data Loss Prevention Strategy","","Platform; Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","12/4/2025","12/5/2025","12/4/2026","United States","Trusted Services","Generic","On-Demand Webinar"
"10/29:[VOD]DataSecurityCompliance","","Platform; Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","11/3/2025","11/6/2025","11/6/2026","United States","Trusted Services","Generic","On-Demand Webinar"
"[VOD] How Strong Is Your Data Loss Prevention Strategy?","","Platform; Trusted Services","Ryan See","AMER","United States","English","Customer; Prospect","MM; GB; EBU","","9/25/2025","9/26/2025","9/25/2026","United States","Trusted Services","Generic","On-Demand Webinar"
"6/12:[VOD]:SafeguardYourDataBackup-CA","","Platform","Ryan See","AMER","Canada","English","Customer; Prospect","GRB; GB; EBU","","6/12/2025","6/13/2025","6/12/2026","Canada","Trusted Services","Generic","On-Demand Webinar"
"6/12:[VOD]:SafeguardYourDataBackup-US","","Platform","Ryan See","AMER","United States","English","Customer; Prospect","GRB; GB; EBU","","6/12/2025","6/13/2025","6/12/2026","United States","Trusted Services","Generic","On-Demand Webinar"
"On Demand 4/1 Security Webinar DSE","","Trusted Services","Hassan Khider","AMER","Canada","English","Customer; Prospect","SBE; SB; GRB; MM; GB; EBU","","4/2/2026","4/7/2026","4/2/2027","Canada","Trusted Services","Generic","On-Demand Webinar"
